id,summary
262976010,"▲ 김홍장 당진시장이 에너지정책 전환 토론회에 토론자로 나서 정부의 정책 전환의 필요성을 강조했다.
김홍장 당진시장이 에너지정책 전환 토론회에서 토론자로 참여해 석탄화력발전소 증설을 중단하고 신재생에너지로 정부의 정책 전환이 필요하다고 강조했다."
263928421,"▲ 당진시가 2018년도 정부예산 확보를 위해 추진상황 보고회를 지난달 27일 개최했다.
당진시가 2018년도 정부예산 확보를 위해 추진상황 보고회를 개최했다."
264452720,"▲ 장고항 실치축제가 열린 가운데 강정의 대회장이 감사패를 전달한 뒤 기념사진을 촬영하고 있다.
장고항실치축제위원회(대회장 강정의)가 주최한 제14회 장고항 실치축제가 지난달 29일부터 30일까지 석문면 장고항리 일원에서 열렸다.
실치가 제철을 맞은 지난달 1일부터 지난 4일까지 실치축제 행사가 진행된 가운데 지난달 29일부터 이틀 간 대회 개막과 함께 다양한 행사·공연이 이어졌다.
미니인터뷰 강정의 대회장
“어느덧 장고항 실치축제가 14회를 맞이했습니다.
앞으로도 전국을 아우르는 명품축제로 거듭날 수 있도록 노력하겠습니다."
265167516,"순성면 아찬리 출신 이재성 대표는 53세 나이로 방송통신대학교 국문학과에 입학했다.
대학교에 입학한 뒤에는 글에 대한 흥미를 더욱 크게 느껴 지금은 시와 수필을 쓰는데 시간을 투자하고 있다.
한편 이 대표는 당진시대가 창간됐을 때부터 구독을 이어오고 있는 ‘열혈 독자’다.
이 대표는 “20여 년 전에는 민주화 운동이 활발했기 때문에 민주언론의 역할이 대두되던 시절”이라며 “기대에 걸맞게 당진시대가 지역의 정론지로서의 역할을 하고 있어 기쁘다”고 말했다.
특히 이 대표는 1면 기사와 기획기사 위주로 기사를 정독한다.
이어 “화력발전소는 전국에 분산시켜야 하고 친환경에너지로 전환해야 할 때”라고 말했다.
“열독자로서 당진시대가 최고의 신문이 되길 바랍니다."
265205906,"송산면 가곡리 출신인 유서근 대표는 신문·잡지 기자로 20여 년 동안 활동했다.
국내·외 출장이 잦았던 그는 각 지역의 요리를 접할 기회가 많았다.
“대학교 시절 요리를 배우기 위해 학원을 다녔어요.
무엇보다 화학조미료를 사용하지 않고 천연조미료를 사용하기 때문에 자극적이지 않고 개운한 맛이 특징이다.
소머리는 무, 생강, 마늘 등을 넣고 1시간 동안 삶아 핏물을 제거한 뒤 꼼꼼히 세척해 다시 1시간 동안 끓인다.
유 대표는 “작은부엌의 요리는 질리지 않고 여운이 남는 맛이 난다”며 “전혀 자극적이지 않고 건강해지는 맛”이라고 말했다.
“기회가 된다면 인근 지역 어려운 이웃을 위해 식사를 대접하고 싶습니다."
266137696,"토지보상 등 걸림돌 많아
해안지역 읍성의 전형 면천면 성상리에 위치한 면천읍성은 조선 초기 해안지역 읍성의 전형을 보여준다.
성벽은 남벽과 서벽이 잘 보존돼 있으며, 성벽의 아래쪽은 큰 돌, 위로는 작은 돌을 이용해 축조됐는데 이는 조선시대 읍성 축조 기법의 전형을 보여준다.
당진시 문화관광과 남광현 문화재팀장은 “숨어있는 문화재에 대한 발굴조사가 지속적으로 이뤄지고 있다”며 “현재 충청유교문화권 개발사업비로 191억 원이 확보된 상태며 앞으로 6년 동안 연차적으로 집행할 계획”이라고 말했다.
복원사업 걸림돌 많아
하지만 면천읍성복원사업추진위원회 이권배 위원장은 “아직 복원이 완료되기까지는 갈 길이 멀다”고 말했다.
면천읍성이 도지정 문화재가 되면서 인근 지역을 개발하지 못하기 때문에 면민들의 생활에 오히려 불편을 초래한다는 의견이다.
특히 면천읍성은 역사적으로 큰 가치가 있는 자원이죠.
면천읍성이 서산의 해미읍성만큼 우수한 문화자원으로 탈바꿈하길 기대합니다.”"
268446777,"▲ 충남자동차전문정비사업조합 당진시지회 당진카포스가 지난 4일 당진천 일원에서 환경보호 캠페인을 실시하고 있다.
당진의 카센터 대표들의 모임인 카포스(회장 손낙권)가 지난 4일 당진천 일원에서 환경보호 캠페인에 동참했다.
당진시지회인 카포스는 차량 정비 시 배출되는 오일과 철제 등 환경폐기물을 공동으로 폐기한 뒤 나오는 수익금으로 지역 불우이웃을 돕거나 도움이 필요한 학생들에게 장학금을 매년 전달한다.
또한 카포스는 장애인과 차상위계층 등 형편이 여의치 않은 당진시민을 대상으로 자동차를 무료로 수리하는 봉사를 이어왔다.
부품의 경우 당진시로부터 보조금을 지원 받았으며 회원들은 자신의 재능을 활용해 차량을 수리했다.
하지만 지난해부터 당진시로부터 보조금 지원이 중단되며 소외계층 차량 수리 봉사가 끊긴 상태다.
그 자동차를 수리하는 카포스 회원은 차를 고치는 의사의 역할도 하죠.
미니인터뷰 손낙권 회장"
269125649,"제23회 충남장애인체육대회가 지난 9일부터 10일까지 예산군 일원에서 열린 가운데 당진시가 약 10만2690점을 기록하며 종합우승을 거뒀다.
한편 당진시는 지난해보다 종합점수를 1만526점을 획득했으며, 축구·육상·배구·배드민턴·론볼·보치아·농구 등 순위가 올랐다.
선수들이 지난해 보다 더욱 열심히 연습한 결과라고 생각합니다.
특히 올해의 경우, 출전한 종목 점수 및 순위가 편중되지 않고 고루 성적이 좋게 나왔습니다.
두 달간 훈련하느라 고생한 선수들이 부상없이 경기를 잘 마치고 와서 행복합니다.”
“훈련을 하다가 허벅지의 실핏줄이 터지는 작은 부상을 입기도 했는데, 성적이 좋게 나와 너무 기쁩니다.
충남장애인체전에 처음 출전해 3분30초를 기록했는데, 앞으로도 열심히 해서 기록을 단축시키도록 하겠습니다.”
“축구는 지적일반부가 금산에서 3-1로, 지체어울림은 아산에서 3-2로 이겨서 우승을 차지했고 청각어울림은 천안에게 3-2로 패해 준우승을 하게 됐습니다.
선수들이 매주 토요일마다 축구 훈련에 임해줘서 우승을 할 수 있었습니다."
269872879,"당진항만관광공사(사장 정용해)가 제7회 학생안보글짓기대회를 삽교호함상공원에서 개최했다.
정용해 사장은 “이번 대회는 해양 및 안보학습 견학과 동시에 자신의 잠재된 능력을 일깨우는 배움의 장이 될 것”이라고 말했다."
269872884,"당진YWCA 설립을 위한 준비위원회(위원장 우혜숙)가 지난 21일 발대식을 열고 본격적인 활동을 시작했다.
우리나라의 YWCA는 1922년에 처음 조직됐으며 여성운동과 여성지도자 양성 등의 활동을 실시하고 있다.
미니인터뷰 우혜숙 위원장
당진YWCA 설립을 위한 준비위원회를 맡은 우혜숙 위원장은 “YWCA는 의식이 깨어있는 여성들이 모인 단체”라며 “YWCA에서는 탈북여성을 돕는 활동을 비롯해 환경보존운동, 인권보호운동, 청소년보호운동 등을 실시하고 있다”고 말했다.
또한 여성들의 인권을 향상하고 주도적으로 지역문화를 창달해가도록 힘쓰겠습니다.”"
272214660,"▲ 지난 11일 당진감리교회에서 기독교대한감리회 충청연회 희망봉사단 발기인 창립총회가 진행됐다.
기독교대한감리회 충청연회 희망봉사단(단장 유영완, 이하 희망봉사단)이 지난 11일 당진감리교회에서 발기인 창립총회를 열었다.
또한 특별강의로 당진감리교회 방두석 담임목사가 ‘감리교회와 사회복지’라는 제목으로 강의했다.
이날 지역 내 당진감리교회(담임목사 방두석)와 기지시감리교회(담임목사 김대희)가 희망봉사단에 각각 300만 원의 후원금을 전달했으며, 희망봉사단에 총 5200만 원의 희망기금이 전달됐다."
273741382,"당진시는 지역 기업들의 근로자 채용 등 일자리를 시정 최우선 과제로 정하고 행정 역량을 일자리 창출에 집중한 노력을 인정받았다.
특히 편중된 산업구조 개선과 여성·노인 등 취약계층을 위한 공공일자리 확대, 노동상담소 및 비정규직지원센터 운영, 산·학·관 협력, 국내 우량기업 유치 등 일자리 창출과 더불어 일자리의 질 개선 부문에서도 높게 평가 받았다.
당진시는 통합일자리센터를 만들고 일자리박람회 등 일자리 창출을 위해 다양한 사업을 추진해 왔습니다.
올해는 청년센터를 신설해 일자리 사업의 대상을 청년층까지 확대할 예정입니다."
273741395,"글사랑 캘리그라피 전문봉사단
글사랑 캘리그라피 전문봉사단(단장 김성자) 홍경미 씨의 봉사활동 소감이다.
글사랑봉사단을 통해 봉사를 처음 해 본다는 권미희 씨는 “예쁜 글씨로 제작한 감성 문구 한 구절만으로도 사람들을 즐겁게 해 줄 수 있다는 것을 느꼈다”며 “봉사라는 것이 거창한 게 아니라 나의 작은 재능을 조금씩 이웃과 나누는 게 봉사인 것 같아 너무 뿌듯한 시간이었다”고 소감을 전했다."
277551544,"▲ 칸탈로프멜론 재배현장을 찾은 대호지농협 김덕성 조합장과 칸탈로프멜론 공선출하회 최태현 회장
대호지농협(조합장 김덕성) 조합원들이 칸탈로프멜론 재배를 통해 새로운 농가소득 창출에 나섰다.
프랑스 아비뇽 지역에서 주로 생산되는 칸탈로프멜론은 베타카로틴이 일반 멜론에 비해 67배나 풍부해 심근경색 및 동맥경화 등 심혈관계 질환에 탁월한 효능이 있다고 알려져 있다.
대호지농협 김덕성 조합장은 “기존 못자리용 하우스 등 유휴시설을 이용해 칸탈로프멜론을 재배하고 있다”며 “고소득 작물로 시장에서 비싸게 팔리고 있는 만큼 당진시농업기술센터를 비롯해 농협중앙회 당진시지부 등에서도 대호지농협의 칸탈로프멜론 재배 성공을 위해 관심을 기울이고 있다”고 말했다.
칸탈로프멜론 공선출하회 최태현 회장은 “칸탈로프멜론이 주렁주렁 커가는 모습을 보면 흐뭇한 미소가 절로 난다”면서 “정성껏 키우는 만큼 많은 사람들이 관심을 갖고 찾아주길 바란다”고 말했다."
279052943,"당진시교육삼락회(회장 박영신, 이하 교육삼락회) 정기월례회 및 회원교양연수가 진행된 가운데 김지철 충남도교육감이 지난 12일 특강에 나섰다.
당진시교육삼락회는 ‘2017-2018 배우고 가르치고 봉사합니다’를 슬로건으로 삼고 이에 따라 김지철 교육감을 초청해 특강을 실시했다.
“충남도교육청은 ‘행복한 학교, 학생 중심의 학교’를 슬로건으로 내세웠습니다.
하지만 이제는 같이 손잡고 함께 성장하는 ‘협력, 성장, 과정’ 중심의 사회가 돼야 합니다.
교육은 속도가 아니라 방향입니다.
또 무엇을 ‘알고 있느냐’ 보다는 무엇을 ‘할 수 있느냐’가 전 세계 교육이 추구하는 방향입니다."
279940950,"삽교호상가번영회(회장 최춘길)가 주최한 이번 축제에서는 맨손 물고기 잡기 체험, 조개 빨리 굽기 대회, 삽교호 OX퀴즈, 불꽃놀이 등 다양한 프로그램과 더불어 옆집오빠·록시·식스밤·설하윤·차도필 등 초대가수 공연 및 당진월드아트서커스, 태권도 시범, 국악 공연, 시민·관광객 노래자랑 등 무대행사가 펼쳐졌다.
[미니인터뷰] 최춘길 번영회장
수많은 관광객이 찾는 삽교호관광지에서 삽교호조개구이축제를 통해 당진을 더욱 알리고, 지역경제 활성화의 계기가 되길 바랍니다.
삽교호관광지를 찾아주신 시민들과 관광객들이, 축제에 참여해 보고, 듣고, 먹고, 즐기는 시간이 됐길 바랍니다."
280555659,"▲ (사)대한노인회 당진시지회가 지난달 25일 노인의 날 기념식을 개최했다.
(사)대한노인회 당진시지회(지회장 구자생)가 제21회 노인의 날 기념식을 개최한 가운데 대호지면 출포리의 강인숙 씨가 채운할머니상을 수상했다.
표창 및 시상의 시간에서는 채운할머니 강인숙 씨가 금상을 수상했으며 모범경로당 및 모범노인 시상이 진행됐다.
미니인터뷰 채운할머니 강인숙 씨
대호지면 출포리 강인숙 씨는 결혼 후 홀시아버지를 모시고 30~40년 함께 살았으며 천식을 앓고 있던 남편을 15년 간 병수발했다."
282296616,"현재 당진 시내에 위치한 탑동초와 원당초, 계성초, 당진초를 비롯해 기지초, 서정초, 신평초, 송악초, 상록초, 유곡초, 합덕초에 녹색어머니회 회원들이 활동하고 있다.
오미숙 당진지회장은 “아이를 둔 엄마들에게 아침 5분은 정말 중요한 시간”이라며 “하지만 회원들이 자신의 아이뿐만 아니라 다른 아이들의 안전까지 생각해 열심히 활동해 주는 것에 너무도 고맙다”고 말했다.
오미숙 회장은 당진지회와 더불어 충남녹색어머니연합회장도 맡고 있다.
그가 본격적으로 활동에 나선 것은 기지초등학교 자모회를 통해서다.
그는 “이제 교통지도 활동은 일상이 됐다”며 “하지만 교통 지도를 나가지 않은 날에 그 시간, 그 장소에서 아이들이 다칠 것을 생각하면 힘들어도 매일 아침 학교 앞을 가게 된다”고 말했다.
회원 및 학부모의 목소리를 모아 시에 건의하고 시정조치를 요구하지만 처음만 해도 어려웠다고.
그는 “처음에는 건의사항을 말할 때 선뜻 입이 떨어지지 않았다”며 “하지만 회장을 맡은 이상 개선이 필요한 것에는 분명히 목소리를 내야 한다는 생각을 갖고 용기를 내 활동했다”고 말했다.
오 회장은“조례가 제정됨으로서 녹색어머니회가 안정적으로 활동할 수 있는데 도움을 받고 있다”며 “충남녹색어머니연합회장으로서 충남 내 17개 모든 시·군에 조례가 제정될 수 있도록 노력할 것”이라고 말했다.
>>오미숙 회장은
- 녹색어머니연합회 당진지회장"
284105074,"형형색색의 아름다운 국화를 한 눈에 볼 수 있는 국화전시회가 당진시농업기술센터에서 열렸다.
당진시농업기술센터(소장 김충남)와 당진국화연구회(회장 최철헌)가 주최한 이번 행사는 지난달 27일부터 지난 5일까지 열흘 간 진행됐다.
특히 이날 당진시품목별연구협의회 회원들이 1년 간 정성들여 생산한 농산물을 형편이 어려운 이웃에게 나누는 사랑의 농산물 전달행사도 함께 마련됐다.
[미니인터뷰] 최철헌 당진국화연구회 회장"
284709117,"심상찬·조상연 “출마 결심” 이 가운데 심상찬 교육연수원장과 조상연 사무국장이 도의원 선거에 출마하겠다고 밝혔다.
안효권 의원은 “내년 출마와 관련해 주변 선후배들의 의견을 듣고 있다”며 “일부는 한 단계 발전한다는 의미로 도의원 출마를 권유하고 있고, 일부는 지역 기여도가 높은 시의원을 계속하라는 의견도 있다”고 말했다.
홍기후 의원 역시 “도의원 출마에 대해 주위에서 의견을 전하고 있다”며 “하지만 지금은 고민 중인 단계로 좀 더 고민한 뒤 입장을 밝히겠다”고 말했다.
김 의원은 “당내 일부에서 도의원 출마를 권유받는 것도 사실”이라며 “하지만 현재 자리에서 최선을 다하는 것이 시민들에게 도리라 생각한다”고 말했다.
이어 “당내 협의가 있어야 하지만 지금으로써는 시의원 재선 도전에 뜻이 있다”고 밝혔다."
286744278,"고대면주민자치센터 요가반 “건강해서 즐겁고 화목해서 행복하다!”
어려운 동작을 해 낼 때는 수강생 모두가 하나돼 박수를 보낸다.
건강해서 즐겁고 함께 해서 행복한 고대면주민자치센터 요가반의 모습이다.
4년 전부터 이은주 강사가 요가수업을 맡았고 회원들의 실력 또한 나날이 좋아지기 시작했다.
일흔 살 친구인 김용자·김용숙(대촌2리) 씨는 “전에는 어깨도 아프고 허리와 다리에 힘이 없었는데 지금은 훨씬 몸이 좋아져 계단을 오르내리는 것도 무섭지 않다”며 “단 하루도 결석하는 일이 없을 정도로 즐겁게 수업을 듣고 있다”고 말했다.
유일한 남성회원인 66세 최진홍(읍내동) 씨는 “처음엔 혼자 남자라서 낯설어 그만 두려고도 했다”며 “하지만 요가 덕분에 건강이 좋아지는 것은 물론 회원들과 사이가 좋아 이제는 ‘자매’라고 부를 정도로 친해졌다”고 말했다."
287062791,"다양한 나눔 활동으로 이웃과 함께 사는 아파트 조성
휴먼시아아파트는 올해 당진시에서 실시하는 주민자치사업인 아파트공동체 어울림사업 공모에 선정돼 지원받아 다양한 행복나눔사업이 진행되고 있다.
임차인대표회(회장 임영자)에서는 사업의 일환으로 바둑교실, 영어교실, 영화감상 등 문화·교육 프로그램 등을 운영하고 있다.
또한 바둑교실은 아파트공동체 어울림사업이 선정되기 이전부터 휴먼시아아파트에서 진행돼 온 프로그램으로 앞으로는 지원을 통해 더욱 체계인 바둑교실 프로그램으로 이뤄지고 있다.
이어 “우리 임차인대표회에서는 일회성으로 끝나는 사업이 아니라 지속적으로 이뤄질 수 있는 사업을 펼치고 싶었다”며 “지속성 있는 사업을 구상하다가 학생들과 아파트 일반 주민들을 위한 문화·교육 프로그램을 진행하게 됐다”고 전했다.
임영자 임차인대표회장은 “우리 아파트는 타 아파트에 비해 운영비가 적은 편”이라며 “하지만 적은 자원 내에서도 최대한 주민들을 위해 우리 대표회에서 지원하고 있다”고 전했다.
임 회장은 “우리 아파트에는 나눔을 실천하는 주민들이 많다”며 “나 혼자 사는 것이 아닌 이웃과 더불어 사는 아파트”라고 말했다.
이호철 임차인대표회 부회장 “‘휴먼시아 아파트에 살아서 좋아!’라고 말할 수 있는, 자부심을 가질 수 있는 아파트가 되기를 바라요.
아파트 주민들이 우리 아파트에 대해서 자부심을 가질 수 있도록 노력하겠습니다.”"
287062797,"이후 6대와 7대 적십자 당진지구협의회장을 거쳐 대전·충남지사협의회 회장을 역임했으며 현재는 중앙협의회 사회봉사분과위원장과 대전·충남지사협의회 대의원을 맡고 있다.
한 전 회장은 “봉사를 하고 있지만 오히려 많은 것을 얻고 있어 즐겁고 행복하다”고 말했다.
순성면 봉소리에서 태어나 순성초와 면천중을 다닌 그는 우연한 기회에 4-H 활동을 시작하게 됐고 경진대회에 출전을 비롯해 야학을 다니며 한문을 배웠다.
당시 남편(이홍근)이 도의원에 출마했고, 친구인 강천이 ‘남편도 활동하는데 너도 나와서 함께 활동하자’는 말에 적십자 활동을 시작하게 됐네요.”
한 전 회장이 처음 활동을 시작할 당시에는 당진지구협의회가 결성되기 전으로 읍봉사회가 활발히 지역 곳곳을 누비며 봉사할 때였다.
현재는 중앙회 사회봉사분과에 소속돼 현재 위원장으로 자리하고 있으며 대전·충남지사 대의원을 맡고 있다.
한 전 회장은 “집에서 가족들이 서로 이해해 주지 않으면 하고자 하는 일들을 누구도 할 수 없다”며 “항상 감사하게 생각한다”고 말했다.
지금 생각하면 행복을 얻은 제가 오히려 봉사를 받은 것 같아요.
한화자 전 회장은?
- 대한적십자사 대전·충남지사협의회 회장
- 대한적십자사 대전·충남지사협의회 대의원"
